omitted_month,estimate,status
2025-03,0.9162004486929282,ok
2025-04,0.9308684961622895,ok
2025-05,0.9278137655725567,ok
2025-06,0.9541898781840448,ok
2025-07,0.9019086031993638,ok
2025-08,0.9304897717568452,ok
2025-10,0.9157958940500706,ok
2025-11,0.9501606865231873,ok
2025-12,0.9295292369179344,ok
2026-02,0.9463153692189724,ok
2026-03,0.9069968417141336,ok
2026-04,0.8660576624485536,ok
2026-05,0.930223771251258,ok
2026-06,0.8942645514866236,ok
2026-07,0.9055350610480163,ok
