id,dealDate,dealYear,dealMonth,dealDay,sggCd,regionName,umdNm,jibun,aptNm,floor,excluUseAr,areaType,dealAmount,buildYear,dealType,updated_at,cdealType,cdealDay,cancelled,duplicate_count,group_cancelled,_resolved_type
15901,2026-07-08,2026,07,08,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,2.0,84.97,84타입,88700,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15908,2026-07-07,2026,07,07,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,18.0,84.97,84타입,104000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15909,2026-07-06,2026,07,06,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,6.0,84.99,84타입,92000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15910,2026-07-06,2026,07,06,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,14.0,84.97,84타입,98000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15912,2026-07-04,2026,07,04,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,16.0,84.97,84타입,100500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15915,2026-07-03,2026,07,03,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,7.0,84.99,84타입,88000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15916,2026-07-03,2026,07,03,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,17.0,84.99,84타입,89000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15920,2026-07-02,2026,07,02,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,1.0,84.97,84타입,89500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15922,2026-07-01,2026,07,01,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,14.0,84.97,84타입,107000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15932,2026-06-27,2026,06,27,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,2.0,84.97,84타입,90000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15933,2026-06-26,2026,06,26,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,5.0,84.97,84타입,104700,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15937,2026-06-24,2026,06,24,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,7.0,84.97,84타입,105000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15940,2026-06-22,2026,06,22,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,11.0,84.97,84타입,105000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15943,2026-06-20,2026,06,20,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,2.0,84.97,84타입,92000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15949,2026-06-20,2026,06,20,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,13.0,84.99,84타입,90000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15952,2026-06-19,2026,06,19,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,18.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15955,2026-06-18,2026,06,18,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,9.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15961,2026-06-15,2026,06,15,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,15.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15962,2026-06-14,2026,06,14,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,12.0,84.97,84타입,101500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15964,2026-06-13,2026,06,13,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,5.0,84.97,84타입,96900,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15966,2026-06-12,2026,06,12,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,6.0,84.97,84타입,93000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15969,2026-06-11,2026,06,11,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,17.0,84.97,84타입,100000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15979,2026-06-06,2026,06,06,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,17.0,84.99,84타입,89000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15980,2026-06-06,2026,06,06,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,12.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15981,2026-06-05,2026,06,05,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,17.0,84.99,84타입,89900,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15983,2026-06-04,2026,06,04,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,10.0,84.97,84타입,103000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15985,2026-06-03,2026,06,03,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,11.0,84.97,84타입,104700,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
15987,2026-06-03,2026,06,03,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,10.0,84.99,84타입,87000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16000,2026-05-30,2026,05,30,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,15.0,84.99,84타입,87000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16001,2026-05-30,2026,05,30,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,12.0,84.99,84타입,90200,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16002,2026-05-30,2026,05,30,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,9.0,84.97,84타입,98000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16007,2026-05-29,2026,05,29,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,9.0,84.97,84타입,100500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16014,2026-05-27,2026,05,27,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,4.0,84.97,84타입,96500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16015,2026-05-27,2026,05,27,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,15.0,84.97,84타입,102000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16025,2026-05-23,2026,05,23,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,13.0,84.97,84타입,103000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16029,2026-05-22,2026,05,22,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,16.0,84.99,84타입,92000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16038,2026-05-15,2026,05,15,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,8.0,84.97,84타입,93000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16039,2026-05-15,2026,05,15,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,8.0,84.97,84타입,95800,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16049,2026-05-05,2026,05,05,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,6.0,84.97,84타입,98700,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16055,2026-05-04,2026,05,04,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,11.0,84.97,84타입,95000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16056,2026-05-02,2026,05,02,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,16.0,84.97,84타입,98800,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16057,2026-05-02,2026,05,02,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,8.0,84.97,84타입,95500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16059,2026-05-02,2026,05,02,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,11.0,84.99,84타입,92500,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16061,2026-05-01,2026,05,01,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,3.0,84.99,84타입,84300,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16073,2026-04-29,2026,04,29,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,14.0,84.97,84타입,105000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16095,2026-04-21,2026,04,21,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,5.0,84.99,84타입,65000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16107,2026-04-16,2026,04,16,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,3.0,84.97,84타입,94000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16113,2026-04-15,2026,04,15,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,16.0,84.99,84타입,89000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16123,2026-04-11,2026,04,11,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,5.0,84.97,84타입,96800,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16126,2026-04-11,2026,04,11,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,19.0,84.99,84타입,89000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16130,2026-04-09,2026,04,09,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,7.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16153,2026-03-31,2026,03,31,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,15.0,84.97,84타입,98000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16156,2026-03-30,2026,03,30,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,13.0,84.97,84타입,102500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16159,2026-03-29,2026,03,29,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,13.0,84.97,84타입,98300,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16161,2026-03-28,2026,03,28,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,8.0,84.97,84타입,99500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16172,2026-03-25,2026,03,25,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,16.0,84.97,84타입,96000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16189,2026-03-18,2026,03,18,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,11.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16190,2026-03-17,2026,03,17,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,12.0,84.97,84타입,104000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16199,2026-03-13,2026,03,13,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,11.0,84.97,84타입,96000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16207,2026-03-07,2026,03,07,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,8.0,84.99,84타입,90000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16208,2026-03-07,2026,03,07,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,1.0,84.99,84타입,82500,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16210,2026-03-06,2026,03,06,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,5.0,84.97,84타입,96300,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16212,2026-03-05,2026,03,05,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,1.0,84.97,84타입,88000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16214,2026-03-04,2026,03,04,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,11.0,84.99,84타입,87000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16222,2026-02-27,2026,02,27,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,6.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16224,2026-02-27,2026,02,27,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,12.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16228,2026-02-27,2026,02,27,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,4.0,84.99,84타입,87500,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16231,2026-02-25,2026,02,25,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,10.0,84.97,84타입,99500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16235,2026-02-24,2026,02,24,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,9.0,84.97,84타입,97000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16236,2026-02-23,2026,02,23,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,2.0,84.97,84타입,92000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16241,2026-02-21,2026,02,21,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,11.0,84.97,84타입,97500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16248,2026-02-14,2026,02,14,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,12.0,84.97,84타입,65100,2023,직거래,2026-09-06 10:26:01,,,False,2,False,직거래
16251,2026-02-13,2026,02,13,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,11.0,84.99,84타입,85100,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16252,2026-02-13,2026,02,13,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,14.0,84.97,84타입,98000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16254,2026-02-12,2026,02,12,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,2.0,84.97,84타입,91400,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16257,2026-02-11,2026,02,11,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,3.0,84.99,84타입,83000,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16259,2026-02-10,2026,02,10,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,13.0,84.97,84타입,99000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16266,2026-02-09,2026,02,09,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,3.0,84.97,84타입,90000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16268,2026-02-08,2026,02,08,41115,수원시 팔달구,인계동,1173,수원센트럴아이파크자이,8.0,84.99,84타입,85500,2024,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16279,2026-02-06,2026,02,06,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,16.0,84.97,84타입,96000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16284,2026-02-03,2026,02,03,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,6.0,84.97,84타입,94500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16288,2026-02-02,2026,02,02,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,2.0,84.97,84타입,87000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16290,2026-01-31,2026,01,31,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,7.0,84.97,84타입,96500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16293,2026-01-30,2026,01,30,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,17.0,84.97,84타입,94000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16296,2026-01-29,2026,01,29,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,3.0,84.97,84타입,91000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16309,2026-01-20,2026,01,20,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,6.0,84.97,84타입,102500,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16315,2026-01-14,2026,01,14,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,13.0,84.97,84타입,98000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16320,2026-01-09,2026,01,09,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,6.0,84.97,84타입,95200,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
16322,2026-01-08,2026,01,08,41115,수원시 팔달구,매교동,300,매교역푸르지오SKVIEW,13.0,84.97,84타입,96000,2023,중개거래,2026-09-06 10:26:01,,,False,2,False,중개거래
