aptNm,sggCd,regionName,umdNm,jibun,dealYear,dealMonth,dealDay,dealDate,dealAmount,excluUseAr,areaType,floor,buildYear,dealType,cdealDay,cdealType,source_file,source_row,source_no,source_sha256,building,registrationDate,id,updated_at,cancelled,duplicate_count,is_sk,price,month,floor_tier,cell,days
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,08,09,2024-08-09,97000,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,559,559,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,130,24.10.25,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:559,,False,1,1,9.7,2024-08,6–15층,2024-08 / 6–15층,187
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,08,14,2024-08-14,95000,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,527,527,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,137,24.12.06,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:527,,False,1,1,9.5,2024-08,6–15층,2024-08 / 6–15층,192
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,08,15,2024-08-15,96500,84.97,84타입,10.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,519,519,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,128,24.11.29,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:519,,False,1,1,9.65,2024-08,6–15층,2024-08 / 6–15층,193
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,08,18,2024-08-18,91000,84.97,84타입,2.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,502,502,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,102,24.12.09,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:502,,False,1,1,9.1,2024-08,1–5층,2024-08 / 1–5층,196
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,08,26,2024-08-26,92700,84.97,84타입,3.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,464,464,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,118,24.12.26,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:464,,False,1,1,9.27,2024-08,1–5층,2024-08 / 1–5층,204
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,08,31,2024-08-31,99000,84.97,84타입,10.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,429,429,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,126,24.11.15,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:429,,False,1,1,9.9,2024-08,6–15층,2024-08 / 6–15층,209
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,09,08,2024-09-08,97000,84.97,84타입,17.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,396,396,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,117,25.01.20,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:396,,False,1,1,9.7,2024-09,16층 이상,2024-09 / 16층 이상,217
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,09,30,2024-09-30,90000,84.97,84타입,5.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,322,322,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,134,24.11.29,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:322,,False,1,1,9.0,2024-09,1–5층,2024-09 / 1–5층,239
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,10,04,2024-10-04,98000,84.97,84타입,15.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,305,305,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,102,25.01.10,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:305,,False,1,1,9.8,2024-10,6–15층,2024-10 / 6–15층,243
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,10,19,2024-10-19,94500,84.97,84타입,5.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,229,229,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,118,25.01.13,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:229,,False,1,1,9.45,2024-10,1–5층,2024-10 / 1–5층,258
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,11,02,2024-11-02,97900,84.97,84타입,15.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,181,181,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,133,25.01.15,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:181,,False,1,1,9.79,2024-11,6–15층,2024-11 / 6–15층,272
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,11,09,2024-11-09,96500,84.97,84타입,10.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,164,164,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,117,25.01.17,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:164,,False,1,1,9.65,2024-11,6–15층,2024-11 / 6–15층,279
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2024,11,21,2024-11-21,94500,84.97,84타입,7.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192327.csv,129,129,a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229,108,25.02.20,csv:a316a684635eb2cc4ddd9986a0a0dfc5a9bb77533db71d279d94f9e640101229:129,,False,1,1,9.45,2024-11,6–15층,2024-11 / 6–15층,291
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,02,16,2025-02-16,90000,84.97,84타입,13.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1888,1888,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,103,25.04.30,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1888,,False,1,1,9.0,2025-02,6–15층,2025-02 / 6–15층,378
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,02,22,2025-02-22,87500,84.97,84타입,17.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1860,1860,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,107,25.05.30,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1860,,False,1,1,8.75,2025-02,16층 이상,2025-02 / 16층 이상,384
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,02,27,2025-02-27,90000,84.97,84타입,4.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1839,1839,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,102,25.03.31,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1839,,False,1,1,9.0,2025-02,1–5층,2025-02 / 1–5층,389
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,03,01,2025-03-01,93500,84.97,84타입,15.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1833,1833,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,124,25.06.05,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1833,,False,1,1,9.35,2025-03,6–15층,2025-03 / 6–15층,391
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,03,03,2025-03-03,96500,84.97,84타입,9.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1826,1826,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,124,25.05.23,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1826,,False,1,1,9.65,2025-03,6–15층,2025-03 / 6–15층,393
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,03,06,2025-03-06,98200,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1810,1810,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,103,25.05.30,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1810,,False,1,1,9.82,2025-03,6–15층,2025-03 / 6–15층,396
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2025,03,10,2025-03-10,85000,84.99,84타입,7.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1780,1780,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,101,25.08.19,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1780,,False,1,0,8.5,2025-03,6–15층,2025-03 / 6–15층,400
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,03,29,2025-03-29,94000,84.97,84타입,12.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1656,1656,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,103,25.05.20,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1656,,False,1,1,9.4,2025-03,6–15층,2025-03 / 6–15층,419
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,04,01,2025-04-01,89000,84.97,84타입,1.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1628,1628,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,109,25.06.04,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1628,,False,1,1,8.9,2025-04,1–5층,2025-04 / 1–5층,422
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,04,03,2025-04-03,92000,84.97,84타입,6.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1618,1618,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,111,25.06.04,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1618,,False,1,1,9.2,2025-04,6–15층,2025-04 / 6–15층,424
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2025,04,05,2025-04-05,92000,84.97,84타입,7.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1602,1602,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,126,25.07.11,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1602,,False,1,1,9.2,2025-04,6–15층,2025-04 / 6–15층,426
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2025,04,16,2025-04-16,89000,84.99,84타입,19.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192334.csv,1548,1548,ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783,106,25.07.15,csv:ab64bd1930ce6f079edfe77efa7498e878fc20702c3d5e3ffbe53f454c758783:1548,,False,1,0,8.9,2025-04,16층 이상,2025-04 / 16층 이상,437
