aptNm,sggCd,regionName,umdNm,jibun,dealYear,dealMonth,dealDay,dealDate,dealAmount,excluUseAr,areaType,floor,buildYear,dealType,cdealDay,cdealType,source_file,source_row,source_no,source_sha256,building,registrationDate,id,updated_at,cancelled,duplicate_count,is_sk,price,month,floor_tier,cell,days
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,13,2026-02-13,98000,84.97,84타입,14.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1672,1672,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,114,26.04.17,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1672,,False,1,1,9.8,2026-02,6–15층,2026-02 / 6–15층,740
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,02,13,2026-02-13,85100,84.99,84타입,11.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1659,1659,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,109,26.03.27,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1659,,False,1,0,8.51,2026-02,6–15층,2026-02 / 6–15층,740
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,14,2026-02-14,65100,84.97,84타입,12.0,2023,직거래,,,아파트(매매)_실거래가_20260906192340.csv,1650,1650,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,103,26.04.08,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1650,,False,1,1,6.51,2026-02,6–15층,2026-02 / 6–15층,741
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,21,2026-02-21,97500,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1614,1614,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,102,26.04.29,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1614,,False,1,1,9.75,2026-02,6–15층,2026-02 / 6–15층,748
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,23,2026-02-23,92000,84.97,84타입,2.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1592,1592,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,138,26.05.15,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1592,,False,1,1,9.2,2026-02,1–5층,2026-02 / 1–5층,750
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,24,2026-02-24,97000,84.97,84타입,9.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1590,1590,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,105,26.04.17,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1590,,False,1,1,9.7,2026-02,6–15층,2026-02 / 6–15층,751
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,25,2026-02-25,99500,84.97,84타입,10.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1571,1571,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,102,26.05.29,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1571,,False,1,1,9.95,2026-02,6–15층,2026-02 / 6–15층,752
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,27,2026-02-27,99000,84.97,84타입,6.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1550,1550,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,118,26.05.29,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1550,,False,1,1,9.9,2026-02,6–15층,2026-02 / 6–15층,754
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,02,27,2026-02-27,99000,84.97,84타입,12.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1552,1552,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,128,26.04.28,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1552,,False,1,1,9.9,2026-02,6–15층,2026-02 / 6–15층,754
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,02,27,2026-02-27,87500,84.99,84타입,4.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1563,1563,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,112,26.05.15,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1563,,False,1,0,8.75,2026-02,1–5층,2026-02 / 1–5층,754
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,03,04,2026-03-04,87000,84.99,84타입,11.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1521,1521,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,112,26.06.04,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1521,,False,1,0,8.7,2026-03,6–15층,2026-03 / 6–15층,759
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,05,2026-03-05,88000,84.97,84타입,1.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1513,1513,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,136,26.05.08,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1513,,False,1,1,8.8,2026-03,1–5층,2026-03 / 1–5층,760
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,06,2026-03-06,96300,84.97,84타입,5.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1507,1507,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,117,26.05.28,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1507,,False,1,1,9.63,2026-03,1–5층,2026-03 / 1–5층,761
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,03,07,2026-03-07,82500,84.99,84타입,1.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1498,1498,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,103,26.05.29,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1498,,False,1,0,8.25,2026-03,1–5층,2026-03 / 1–5층,762
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,03,07,2026-03-07,90000,84.99,84타입,8.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1497,1497,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,115,26.06.25,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1497,,False,1,0,9.0,2026-03,6–15층,2026-03 / 6–15층,762
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,13,2026-03-13,96000,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1461,1461,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,117,26.06.15,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1461,,False,1,1,9.6,2026-03,6–15층,2026-03 / 6–15층,768
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,17,2026-03-17,104000,84.97,84타입,12.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1443,1443,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,139,26.06.10,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1443,,False,1,1,10.4,2026-03,6–15층,2026-03 / 6–15층,772
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,18,2026-03-18,99000,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1438,1438,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,109,26.06.12,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1438,,False,1,1,9.9,2026-03,6–15층,2026-03 / 6–15층,773
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,28,2026-03-28,99500,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1332,1332,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,135,26.06.29,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1332,,False,1,1,9.95,2026-03,6–15층,2026-03 / 6–15층,783
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,29,2026-03-29,98300,84.97,84타입,13.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1326,1326,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,127,26.05.18,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1326,,False,1,1,9.83,2026-03,6–15층,2026-03 / 6–15층,784
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,30,2026-03-30,102500,84.97,84타입,13.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1320,1320,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,130,26.06.25,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1320,,False,1,1,10.25,2026-03,6–15층,2026-03 / 6–15층,785
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,03,31,2026-03-31,98000,84.97,84타입,15.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1308,1308,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,102,26.07.16,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1308,,False,1,1,9.8,2026-03,6–15층,2026-03 / 6–15층,786
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,04,11,2026-04-11,96800,84.97,84타입,5.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1178,1178,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,116,26.08.31,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1178,,False,1,1,9.68,2026-04,1–5층,2026-04 / 1–5층,797
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,04,16,2026-04-16,94000,84.97,84타입,3.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1128,1128,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,133,26.06.23,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1128,,False,1,1,9.4,2026-04,1–5층,2026-04 / 1–5층,802
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,04,21,2026-04-21,65000,84.99,84타입,5.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,1082,1082,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,102,26.04.30,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:1082,,False,1,0,6.5,2026-04,1–5층,2026-04 / 1–5층,807
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,05,01,2026-05-01,84300,84.99,84타입,3.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,960,960,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,101,26.06.30,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:960,,False,1,0,8.43,2026-05,1–5층,2026-05 / 1–5층,817
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,02,2026-05-02,95500,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,947,947,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:947,,False,1,1,9.55,2026-05,6–15층,2026-05 / 6–15층,818
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,02,2026-05-02,98800,84.97,84타입,16.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,946,946,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,118,26.07.27,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:946,,False,1,1,9.88,2026-05,16층 이상,2026-05 / 16층 이상,818
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,05,02,2026-05-02,92500,84.99,84타입,11.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,956,956,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,103,26.07.30,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:956,,False,1,0,9.25,2026-05,6–15층,2026-05 / 6–15층,818
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,04,2026-05-04,95000,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,940,940,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:940,,False,1,1,9.5,2026-05,6–15층,2026-05 / 6–15층,820
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,05,2026-05-05,98700,84.97,84타입,6.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,924,924,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:924,,False,1,1,9.87,2026-05,6–15층,2026-05 / 6–15층,821
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,15,2026-05-15,93000,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,853,853,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,107,26.08.20,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:853,,False,1,1,9.3,2026-05,6–15층,2026-05 / 6–15층,831
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,15,2026-05-15,95800,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,858,858,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:858,,False,1,1,9.58,2026-05,6–15층,2026-05 / 6–15층,831
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,05,22,2026-05-22,92000,84.99,84타입,16.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,791,791,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:791,,False,1,0,9.2,2026-05,16층 이상,2026-05 / 16층 이상,838
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,23,2026-05-23,103000,84.97,84타입,13.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,771,771,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,119,26.08.20,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:771,,False,1,1,10.3,2026-05,6–15층,2026-05 / 6–15층,839
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,27,2026-05-27,96500,84.97,84타입,4.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,726,726,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,118,26.08.14,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:726,,False,1,1,9.65,2026-05,1–5층,2026-05 / 1–5층,843
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,27,2026-05-27,102000,84.97,84타입,15.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,727,727,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,136,26.08.14,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:727,,False,1,1,10.2,2026-05,6–15층,2026-05 / 6–15층,843
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,29,2026-05-29,100500,84.97,84타입,9.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,710,710,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,109,26.08.31,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:710,,False,1,1,10.05,2026-05,6–15층,2026-05 / 6–15층,845
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,05,30,2026-05-30,98000,84.97,84타입,9.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,696,696,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,127,26.07.29,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:696,,False,1,1,9.8,2026-05,6–15층,2026-05 / 6–15층,846
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,05,30,2026-05-30,90200,84.99,84타입,12.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,693,693,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,107,26.07.07,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:693,,False,1,0,9.02,2026-05,6–15층,2026-05 / 6–15층,846
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,05,30,2026-05-30,87000,84.99,84타입,15.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,691,691,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:691,,False,1,0,8.7,2026-05,6–15층,2026-05 / 6–15층,846
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,03,2026-06-03,104700,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,649,649,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:649,,False,1,1,10.47,2026-06,6–15층,2026-06 / 6–15층,850
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,06,03,2026-06-03,87000,84.99,84타입,10.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,653,653,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,115,26.08.27,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:653,,False,1,0,8.7,2026-06,6–15층,2026-06 / 6–15층,850
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,04,2026-06-04,103000,84.97,84타입,10.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,643,643,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,103,26.08.14,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:643,,False,1,1,10.3,2026-06,6–15층,2026-06 / 6–15층,851
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,06,05,2026-06-05,89900,84.99,84타입,17.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,630,630,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,103,26.08.21,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:630,,False,1,0,8.99,2026-06,16층 이상,2026-06 / 16층 이상,852
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,06,2026-06-06,99000,84.97,84타입,12.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,629,629,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,107,26.08.04,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:629,,False,1,1,9.9,2026-06,6–15층,2026-06 / 6–15층,853
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,06,06,2026-06-06,89000,84.99,84타입,17.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,627,627,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,115,26.08.19,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:627,,False,1,0,8.9,2026-06,16층 이상,2026-06 / 16층 이상,853
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,11,2026-06-11,100000,84.97,84타입,17.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,583,583,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:583,,False,1,1,10.0,2026-06,16층 이상,2026-06 / 16층 이상,858
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,12,2026-06-12,93000,84.97,84타입,6.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,577,577,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:577,,False,1,1,9.3,2026-06,6–15층,2026-06 / 6–15층,859
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,14,2026-06-14,101500,84.97,84타입,12.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,560,560,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:560,,False,1,1,10.15,2026-06,6–15층,2026-06 / 6–15층,861
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,15,2026-06-15,99000,84.97,84타입,15.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,550,550,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:550,,False,1,1,9.9,2026-06,6–15층,2026-06 / 6–15층,862
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,18,2026-06-18,99000,84.97,84타입,9.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,532,532,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,108,26.08.03,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:532,,False,1,1,9.9,2026-06,6–15층,2026-06 / 6–15층,865
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,19,2026-06-19,99000,84.97,84타입,18.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,522,522,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:522,,False,1,1,9.9,2026-06,16층 이상,2026-06 / 16층 이상,866
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,06,20,2026-06-20,90000,84.99,84타입,13.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,513,513,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,115,26.08.03,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:513,,False,1,0,9.0,2026-06,6–15층,2026-06 / 6–15층,867
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,22,2026-06-22,105000,84.97,84타입,11.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,499,499,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:499,,False,1,1,10.5,2026-06,6–15층,2026-06 / 6–15층,869
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,06,24,2026-06-24,105000,84.97,84타입,7.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,485,485,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:485,,False,1,1,10.5,2026-06,6–15층,2026-06 / 6–15층,871
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,01,2026-07-01,107000,84.97,84타입,14.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,425,425,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,139,26.08.10,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:425,,False,1,1,10.7,2026-07,6–15층,2026-07 / 6–15층,878
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,02,2026-07-02,89500,84.97,84타입,1.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,418,418,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,114,26.08.27,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:418,,False,1,1,8.95,2026-07,1–5층,2026-07 / 1–5층,879
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,03,2026-07-03,88000,84.99,84타입,7.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,405,405,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,103,26.08.05,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:405,,False,1,0,8.8,2026-07,6–15층,2026-07 / 6–15층,880
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,03,2026-07-03,89000,84.99,84타입,17.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,407,407,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:407,,False,1,0,8.9,2026-07,16층 이상,2026-07 / 16층 이상,880
